0.787758,1.16212,0.263601,2.37412,3.93852,0.429799,0.850409,3.82669,0.186274,1.58285,
0.48771,0.948684,0.260053,2.37804,3.9673,0.425408,0.880589,3.77144,0.189392,1.63383,
0.54355,0.960379,0.267821,2.36448,4.31253,0.483545,0.9593,4.32964,0.225526,1.82561,
0.593238,1.09288,0.306284,2.80085,4.09492,0.424255,0.868074,3.82737,0.189856,1.61895,
0.495382,0.952682,0.261267,2.39163,3.96377,0.433148,0.845493,3.7075,0.182497,1.61702,
0.511248,0.941785,0.269012,2.34679,3.99719,0.423179,0.83442,3.69714,0.193414,1.62854,
0.48466,1.00687,0.262495,2.36524,4.17109,0.427862,0.835412,3.74268,0.186751,1.61839,
0.49895,0.956528,0.265193,2.43137,3.99701,0.423838,0.853647,3.68188,0.190846,1.6017,
0.501604,0.938324,0.265916,2.33507,4.17177,0.41896,0.828561,3.74245,0.184039,1.71225,
0.556936,0.938376,0.2658,2.46665,4.15509,0.539197,0.857468,4.06926,0.226991,1.62139,
0.534267,1.04,0.293304,2.52028,4.24049,0.469887,0.966491,3.89016,0.185779,1.79823,
0.650545,1.04479,0.374824,2.37468,4.26088,0.417816,0.842486,4.12234,0.190094,1.58645,
0.502938,0.954242,0.300575,2.51121,4.12487,0.481122,0.961814,3.90983,0.189698,1.67578,
0.585729,0.945061,0.279321,2.32215,3.9375,0.410149,0.839104,3.74503,0.187141,1.60469,
0.502231,0.950829,0.263392,2.35399,4.29059,0.427143,0.843493,3.78654,0.198804,1.68557,
0.570138,0.95666,0.269622,2.33082,3.99935,0.411141,0.872856,3.81925,0.183379,1.60693,
0.492532,0.966922,0.273063,2.3136,3.90368,0.426149,0.820746,3.73731,0.188794,1.62697,
0.504241,0.983524,0.271523,2.32884,3.97557,0.425815,0.846273,3.6928,0.1833,1.77486,
0.533871,0.935925,0.263596,2.31279,3.98224,0.414527,0.840277,3.77119,0.19712,1.74915,
0.524575,0.96081,0.255615,2.38556,3.94275,0.416206,0.860518,3.71219,0.19137,1.60712,
0.501107,0.937281,0.256189,2.30557,3.95151,0.420416,0.844888,3.75145,0.185224,1.60412,
0.502354,0.948615,0.256064,2.34197,3.94793,0.414877,0.879269,3.76804,0.199319,1.61013,
0.533326,0.938641,0.259347,2.32107,3.98232,0.414634,0.836989,3.76372,0.195351,1.59641,
0.505942,0.96659,0.304882,2.34888,3.92722,0.427848,0.823153,3.74856,0.188172,1.59808,
0.510938,1.05017,0.34475,2.44368,3.92549,0.417666,0.823366,3.98722,0.194478,1.59178,
0.504272,0.95406,0.270737,2.34468,3.94877,0.416635,0.825857,3.7402,0.180524,1.59865,
0.519564,0.962998,0.287202,2.31482,4.03485,0.406804,0.848446,3.69208,0.200802,1.5987,
0.484352,0.950913,0.258259,2.39052,3.93534,0.43408,0.825453,3.79128,0.183774,1.59632,
0.511902,0.950692,0.277267,2.30916,3.94375,0.423076,0.838337,3.71827,0.176785,1.62679,
0.512663,0.907606,0.276821,2.34092,3.96089,0.405514,0.8554,3.71781,0.187485,1.5697,
0.520397,0.966937,0.266495,2.33636,3.94736,0.424179,0.853023,3.72262,0.186465,1.59971,
0.542093,0.942318,0.26818,2.35986,4.00561,0.414853,0.853007,3.70552,0.192347,1.61337,
0.501695,0.939104,0.271299,2.3377,3.94513,0.428954,0.843186,3.76569,0.185108,1.60351,
0.50776,0.980476,0.261235,2.34503,3.98949,0.411565,0.846164,3.757,0.192634,1.6139,
0.498187,0.977069,0.262197,2.30693,4.24088,0.431665,0.82703,3.73614,0.183098,1.57457,
0.508709,0.963831,0.27193,2.48761,4.01367,0.411106,0.8479,3.71195,0.205934,1.58509,
0.507613,0.9671,0.264497,2.3508,3.94542,0.432823,0.852562,3.79473,0.192285,1.59479,
0.506376,0.959776,0.255933,2.31694,4.01077,0.422913,0.847905,3.68327,0.190617,1.61862,
0.523662,0.937504,0.275917,2.31224,3.9748,0.404552,0.867425,3.71968,0.188269,1.63595,
0.504362,0.976405,0.263853,2.35037,3.96033,0.415946,0.851765,3.82249,0.182805,1.61174,
0.522323,0.957623,0.269108,2.37336,4.0122,0.412428,0.862043,3.77215,0.18165,1.59801,
0.499165,0.959877,0.268687,2.36733,3.98048,0.425789,0.853989,3.78157,0.190882,1.61809,
0.533629,0.951764,0.278072,2.36174,4.04168,0.411713,0.858099,3.77203,0.195597,1.61918,
0.51319,0.984504,0.26301,2.43735,3.97216,0.428333,0.841759,3.8206,0.185468,1.59669,
0.517338,0.979149,0.274906,2.36333,4.00281,0.418764,0.862943,3.74562,0.195071,1.59616,
0.505952,0.968773,0.266526,2.36072,3.97718,0.43018,0.852452,3.79875,0.190309,1.63744,
0.526403,0.985892,0.277151,2.35144,4.01867,0.417637,0.856279,3.75595,0.201229,1.62352,
0.495163,0.969775,0.262374,2.36156,4.05426,0.437256,0.852392,3.7839,0.192357,1.61509,
0.521818,0.957842,0.281773,2.34365,4.06439,0.420921,0.861846,3.79679,0.191526,1.63399,
0.491774,0.978605,0.262258,2.33414,4.16252,0.519938,0.92138,3.79162,0.191925,1.62648,
