0.0106705,0.0068361,0.0078133,0.0030768,0.0016704,0.004006,0.0030871,0.0080795,0.00045,0.0007585,
0.0034017,0.0065264,0.0035311,0.0002513,0.0020315,0.0052307,0.0008715,0.0058089,0.0020426,0.0025698,
0.0042285,0.0020807,0.001052,0.0060101,0.0052216,0.0082379,0.0003451,0.0041368,0.0024874,0.0061114,
0.0007031,0.0055458,2.97e-05,0.0042197,0.0066261,0.0091508,0.003655,0.0009355,0.0031639,0.000838,
0.0006219,0.0018245,0.0040968,0.0026214,0.0104793,0.0075381,0.0065262,0.0034022,0.0007614,0.0054392,
0.0019022,0.0007052,0.0077861,0.0092518,0.0017512,0.0022591,0.0135674,0.0049016,4.07e-05,0.0010049,
0.001239,0.0030588,0.000695,0.0007368,0.007069,0.0004791,0.0057313,0.0077943,0.0016331,0.0001602,
0.0049116,0.0006856,0.0042412,0.0003626,0.0006559,0.0024565,0.0033474,0.0028179,0.0023755,0.0063084,
0.0073676,0.0019078,0.0007893,0.0007534,0.0045008,0.00058,0.0040392,0.0009288,0.0005811,0.0030899,
1.63e-05,0.0119674,0.012044,0.0010375,0.0011807,0.0026504,0.0011575,0.0101361,0.0040709,0.0039827,
0.0053037,0.0018075,0.0016869,0.0002618,0.0036786,0.0009591,0.0010433,0.005404,0.0041675,0.0044373,
0.0005406,0.001662,0.0028339,0.004255,0.0013285,0.0013357,0.0005152,0.0045989,0.004536,7.16e-05,
0.0017852,5.39e-05,0.0035959,0.0022724,0.0025141,0.0042194,0.0051663,0.0024194,0.000415,0.0179933,
0.0031588,0.0004858,0.0015772,0.0004558,0.0010325,0.0013978,0.0019168,0.0041912,0.0066195,0.0002621,
0.0011341,0.0012935,0.0006062,0.0030685,0.0068982,0.0060325,0.0057669,3.26e-05,0.0021603,0.0009003,
0.0007695,0.0031412,0.0041542,0.0017239,0.0022381,0.0007562,0.0004916,0.0061598,0.0034852,0.0004506,
0.0001538,0.0011665,0.0043837,0.0061329,0.0035254,0.0001494,0.0155723,0.003214,0.0001584,0.0021113,
0.000233,0.0007136,0.0066876,0.0017656,0.0018008,0.0018529,0.0021241,0.0053303,0.0041469,0.0025097,
0.005167,0.0047181,0.0011551,0.0010931,0.0032808,0.0038289,0.001323,0.0001214,0.0013046,0.0005825,
0.002172,0.0005322,0.0014819,0.0009215,0.0027743,0.0009921,0.001794,0.0033269,0.0022517,0.0005051,
0.002688,0.0186218,0.00608,0.0033312,0.0008627,0.0009198,0.0121122,0.0005823,3.41e-05,0.009869,
