0.0039025,0.0015224,0.0007634,0.000812,0.0008511,0.0015612,0.001281,0.0008403,0.0012218,0.0008475,
0.0012506,0.0009379,0.0008822,0.0009443,0.0008076,0.0008083,0.0011572,0.0007817,0.0007782,0.0008624,
0.0008584,0.0016057,0.006999,0.001384,0.0007547,0.0010893,0.0041508,0.000764,0.000747,0.0010406,
0.0011332,0.0009379,0.0010809,0.0008871,0.000842,0.0006315,0.0008248,0.0007969,0.0009006,0.0009592,
0.0009271,0.000743,0.0007325,0.0006297,0.0010249,0.00072,0.0007267,0.000835,0.0007914,0.0011948,
0.000812,0.0009787,0.0010639,0.0008371,0.0012309,0.0008994,0.0008828,0.0008686,0.0007458,0.0008543,
0.0007858,0.0009481,0.0010759,0.0008709,0.0006879,0.0009299,0.0007552,0.0007287,0.0012295,0.0017939,
0.0018597,0.0008409,0.0009136,0.001089,0.000987,0.0010351,0.0009024,0.0008214,0.0007497,0.000763,
0.0007607,0.0007054,0.0007325,0.0007555,0.000794,0.0008097,0.0010794,0.0007229,0.0007713,0.0044166,
0.001059,0.0006346,0.0007564,0.0009576,0.0006009,0.0007019,0.0008715,0.0009372,0.0007975,0.0013066,
0.0007378,0.0007703,0.0008173,0.0007689,0.0007695,0.0008056,0.0007532,0.0007759,0.0005889,0.0006679,
0.0008111,0.0007678,0.0008269,0.0007476,0.0006961,0.0007902,0.0009824,0.0011758,0.0007188,0.0007241,
0.000718,0.0007526,0.0008318,0.0009169,0.0008397,0.0010125,0.0009481,0.0006693,0.0006848,0.00077,
0.0006879,0.0006803,0.0006551,0.0007325,0.0007142,0.0007249,0.0007471,0.0008703,0.0007165,0.0007825,
0.0009102,0.0009029,0.0041054,0.0017526,0.0009119,0.0008242,0.0008371,0.0009503,0.0008404,0.0007648,
0.0006946,0.0006524,0.0008199,0.0007086,0.0008523,0.000616,0.0006498,0.0008563,0.0007098,0.0008968,
0.0008022,0.0006643,0.0008205,0.0008013,0.0007284,0.0007989,0.0007104,0.0008202,0.0007313,0.0007972,
0.0008261,0.0007905,0.0008822,0.0008522,0.0007541,0.0009308,0.0005924,0.0010416,0.0008487,0.0007264,
0.0006955,0.0028911,0.0067508,0.00099,0.0104014,0.0011234,0.0010666,0.0008458,0.0008055,0.0008456,
0.0007514,0.0006833,0.0007675,0.001481,0.0006864,0.0012225,0.0007049,0.0010345,0.0009363,0.0008374,
0.000865,0.0012067,0.0009557,0.0009128,0.0008763,0.0008877,0.0006929,0.0007555,0.0006725,0.0009216,
0.0007287,0.0006641,0.0006578,0.0006055,0.0007395,0.0008872,0.0009305,0.0008106,0.0009638,0.0009782,
0.0007305,0.0007517,0.0022074,0.0018656,0.0009778,0.0008097,0.0009462,0.0007424,0.0008855,0.0006696,
0.0007479,0.0009605,0.00081,0.0007567,0.0009283,0.0007318,0.0010337,0.0007032,0.0006952,0.0008583,
0.0008591,0.0008767,0.0008557,0.0006981,0.0008624,0.0008024,0.0008176,0.0007235,0.0014979,0.0010435,
0.0010791,0.0007995,0.0008775,0.0007182,0.000709,0.0010293,0.0009955,0.0008426,0.0006445,0.0010394,
0.0012378,0.0008274,0.0008788,0.0010013,0.000766,0.0008496,0.0008298,0.001034,0.0008196,0.0006944,
0.000962,0.0007782,0.0008476,0.0009343,0.0009128,0.000858,0.0008738,0.001239,0.0011272,0.0008744,
0.0009854,0.0010663,0.0010415,0.0010996,0.0010753,0.0009553,0.0008839,0.00099,0.0008616,0.0009388,
